OBJECTID,Neighbourhood,Hood_ID,F2020_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shape__Area,Shape__Length
104,Rexdale-Kipling,004,11095,49,62,72,87,79,62,48,452.1547,572.2725,663.2277,796.8492,719.1625,561.34,432.6273,12,10,23,25,58,51,45,110.7318,92.30201,211.8644,228.9797,527.9927,461.7474,405.5881,17,17,16,13,18,14,18,156.87,156.9134,147.3839,119.0694,163.8598,126.7542,162.2352,13,14,16,32,22,23,13,119.9594,129.2228,147.3839,293.094,200.2731,208.239,117.1699,2,1,0,1,3,3,1,18.45529,9.230201,0,9.159186,27.30997,27.16161,9.013069,0,0,0,1,0,2,0,0,0,0,0.9159186,1.820665,1.810774,0,1,0,4,2,3,5,1,0.9227646,0,3.684598,1.831837,2.730997,4.526935,0.9013069,2505575.80712891,7067.05855837852
105,East End-Danforth,062,23112,179,195,170,170,185,187,147,819.147,889.8421,770.5557,761.956,818.8015,817.9512,636.0332,20,14,22,25,32,19,26,91.5248,63.8861,99.71897,112.0524,141.6305,83.10734,112.4957,80,90,77,63,79,62,62,366.0992,410.6964,349.0164,282.3719,349.6504,271.1924,268.2589,34,35,40,38,32,27,27,155.5922,159.7153,181.3072,170.3196,141.6305,118.0999,116.8224,4,9,11,9,8,9,5,18.30496,41.06964,49.85949,40.33885,35.40763,39.36663,21.63378,3,0,0,0,1,0,0,1.3728720483251,0,0,0,0,0,0,1,0,2,2,2,2,2,0.457624,0,0.9065361,0.8964188,0.8851908,0.8748141,0.8653513,2639018.66137695,7372.23725302901
106,New Toronto,018,12539,84,103,98,99,105,111,87,722.705,878.9896,827.493,824.2444,860.938,897.5499,693.8352,9,13,10,13,12,23,20,77.43268,110.9404,84.43806,108.2341,98.39291,185.9788,159.5023,24,42,42,26,21,25,41,206.4871,358.4229,354.6399,216.4682,172.1876,202.1509,326.9798,19,16,20,24,20,17,11,163.469,136.5421,168.8761,199.8168,163.9882,137.4626,87.7263,2,5,5,1,1,1,5,17.20726,42.6694,42.21903,8.325702,8.199409,8.086036,39.87559,0,0,1,0,2,0,0,0,0,0.8443806,0,0,0,0,1,1,1,3,1,2,4,0.8603631,0.853388,0.8443806,2.49771,0.819941,1.617207,3.190047,3481238.47631836,11321.7310501414
107,Palmerston-Little Italy,080,14992,92,85,70,76,83,89,51,638.8002,590.5649,485.639,522.3008,563.9736,599.0845,340.1814,13,13,18,17,23,13,16,90.26524,90.32169,124.8786,116.8305,156.2818,87.50673,106.7236,55,43,39,37,46,51,48,381.8914,298.7563,270.5703,254.2781,312.5637,343.2956,320.1707,29,17,24,12,20,14,6,201.3609,118.113,166.5048,82.46856,135.8973,94.23802,40.02134,6,1,6,7,10,13,4,41.66088,6.947822,41.6262,48.10666,67.94863,87.50673,26.6809,1,0,0,0,0,0,1,0.694348007221219,0,0,0,0,0,0.6670224,0,0,1,0,1,0,0,0,0,0.6937699,0,0.6794863,0,0,1435236.8840332,4967.45793601471
108,Parkwoods-Donalda,045,38257,155,148,177,162,142,159,150,432.695,413.4656,493.2698,444.2372,383.1935,422.0193,392.0851,33,34,26,42,20,31,44,92.12216,94.98534,72.45771,115.1726,53.97091,82.28049,115.0116,70,61,47,66,79,68,48,195.4106,170.4149,130.9812,180.9855,213.1851,180.4863,125.4672,14,21,34,46,23,36,9,39.08213,58.66741,94.75239,126.1414,62.06655,95.55154,23.52511,6,6,3,10,7,5,2,16.74948,16.76212,8.360505,27.42205,18.88982,13.27105,5.227801,0,0,0,0,2,1,1,0,0,0,0,0.2698545,0.2654209,0.2613901,1,3,3,9,3,1,6,0.2791581,0.8381059,0.8360505,2.467985,0.8095636,0.2654209,1.56834,7464327.24243164,13452.1944718155
109,Pelmo Park-Humberlea,023,12278,61,46,60,55,75,81,55,597.5706,432.9412,542.4955,484.1549,643.1144,676.8614,447.9557,29,32,24,47,67,72,57,284.0909,301.1765,216.9982,413.7324,574.5155,601.6545,464.245,30,15,24,31,24,23,20,293.8871,141.1765,216.9982,272.8873,205.7966,192.1952,162.893,13,25,12,23,19,9,7,127.3511,235.2941,108.4991,202.4648,162.9223,75.20682,57.01254,3,6,4,6,4,7,10,29.38871,56.47059,36.16637,52.8169,34.29943,58.49419,81.44649,0,0,1,0,1,1,0,0,0,0.9041591,0,0.8574858,0.8356313,0,0,2,6,2,3,3,6,0,1.882353,5.424955,1.760563,2.572458,2.506894,4.886789,4276047.78759766,13837.0354920925
110,Playter Estates-Danforth,067,8257,67,50,77,81,57,83,77,836.7678,623.5192,955.2165,999.8766,698.872,1010.962,932.5421,7,9,7,7,9,11,7,87.42351,112.2334,86.83786,86.40909,110.3482,133.9829,84.77655,36,40,24,15,24,35,50,449.6066,498.8153,297.7298,185.1623,294.2619,426.3094,605.5468,17,15,11,9,7,11,8,212.3142,187.0557,136.4595,111.0974,85.82639,133.9829,96.88749,0,2,3,3,2,6,7,0,24.94077,37.21622,37.03247,24.52182,73.0816,84.77655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2.468831,0,1.218027,1.211094,887593.010986328,4501.75217483297
111,Willowridge-Martingrove-Richview,007,24158,84,73,104,101,77,95,96,374.0149,323.252,456.6411,437.1159,328.0784,399.1093,397.3839,45,35,49,38,51,43,69,200.3651,154.9838,215.1482,164.4594,217.2987,180.6495,285.6197,43,36,35,39,66,42,19,191.46,159.4119,153.6773,168.7873,281.2101,176.4483,78.6489,25,17,56,22,17,39,13,111.3139,75.27786,245.8837,95.21336,72.43289,163.8449,53.8124,5,3,5,4,4,3,4,22.26279,13.28433,21.9539,17.31152,17.04303,12.60345,16.55766,0,1,0,0,2,1,0,0,0.442811,0,0,0.4260758,0.4201151,0,2,2,5,4,6,5,7,0.8905116,0.8856219,2.19539,1.731152,2.556455,2.100575,2.897591,5517423.94897461,12059.2337091831
112,Woburn,137,58109,351,396,365,405,391,433,348,636.054,718.6672,661.0882,724.3007,690.1055,754.3291,598.8745,46,34,32,47,59,61,96,83.3575,61.70375,57.95842,84.05466,104.1336,106.2681,165.2068,120,147,80,85,99,100,65,217.4543,266.778,144.896,152.0137,174.7326,174.21,111.8587,85,87,73,125,76,67,55,154.0302,157.889,132.2176,223.5496,134.1382,116.7207,94.64971,11,13,14,24,14,8,14,19.93331,23.59261,25.35681,42.92152,24.70966,13.9368,24.09265,3,3,1,0,0,0,2,0.54363583647434,0.5444449,0.1811201,0,0,0,0.3441808,2,6,4,7,12,15,15,0.3624239,1.08889,0.7244802,1.251878,2.117971,2.613149,2.581356,12334072.6933594,18111.2651989149
113,Woodbine-Lumsden,060,8309,49,38,36,33,40,33,31,604.7889,469.1358,443.459,404.0157,486.9734,399.0809,373.0894,2,6,2,1,2,8,4,24.68526,74.07407,24.63661,12.2429,24.34867,96.74689,48.14057,36,18,14,10,14,10,12,444.3347,222.2222,172.4563,122.429,170.4407,120.9336,144.4217,5,6,3,6,6,3,6,61.71316,74.07407,36.95491,73.4574,73.04602,36.28008,72.21085,2,3,6,0,3,5,1,24.68526,37.03704,73.90983,0,36.52301,60.4668,12.03514,0,1,0,1,0,1,0,0,1.234568,0,1.22429,1.217434,1.209336,0,0,0,1,0,1,0,0,0,0,1.23183,0,1.217434,0,0,1196243.59375,4871.17407548303
114,Bayview Village,052,24799,83,107,78,58,59,67,69,402.0149,501.0536,351.9062,254.4083,251.4705,277.7548,278.237,25,13,14,21,9,38,28,121.0888,60.87567,63.16264,92.11334,38.3599,157.5325,112.9078,47,34,33,40,50,37,30,227.647,159.2133,148.8834,175.454,213.1106,153.3869,120.9726,3,5,11,8,5,15,18,14.53066,23.41372,49.62779,35.0908,21.31106,62.1839,72.58357,8,8,5,7,7,12,12,38.74842,37.46195,22.55809,30.70445,29.83548,49.74712,48.38905,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4032421,0,1,0,0,1,1,1,0,0.4682744,0,0,0.4262211,0.4145593,0.4032421,5159044.45458984,9504.07205272724
115,Bedford Park-Nortown,039,26015,59,27,31,52,41,57,51,247.3898,113.3834,129.9246,213.2721,164.4077,223.6785,196.0407,39,39,30,46,50,63,79,163.5289,163.7761,125.7334,188.6638,200.4972,247.2236,303.671,84,67,100,121,101,90,64,352.216,281.3589,419.1115,496.2677,405.0044,353.1766,246.0119,12,7,16,16,13,14,17,50.31657,29.39571,67.05784,65.62218,52.12928,54.93859,65.34692,10,14,7,12,7,18,9,41.93048,58.79142,29.3378,49.21664,28.06961,70.63532,34.59542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0.4193048,0,0.4191115,0,0,1.177255,0,5518148.64550781,12816.8790394661
116,Rockcliffe-Smythe,111,23751,134,136,142,110,132,148,128,583.7508,593.8346,619.087,475.5934,565.4316,628.637,538.9247,45,38,34,50,50,38,61,196.0357,165.9244,148.2321,216.1788,214.1786,161.4068,256.8313,37,38,38,37,24,43,36,161.1849,165.9244,165.6712,159.9723,102.8057,182.6445,151.5726,39,37,61,47,19,9,13,169.8976,161.5579,265.9459,203.2081,81.38788,38.22792,54.73454,7,3,4,10,15,9,4,30.49445,13.09929,17.43907,43.23576,64.25359,38.22792,16.8414,1,2,0,0,0,1,2,0.435634937922021,0.8732862,0,0,0.4283572,0.4247547,0.8420698,3,6,3,1,5,6,5,1.306905,2.619859,1.30793,0.4323576,2.141786,2.548528,2.105175,5070764.84326172,11619.9535423461
117,Bridle Path-Sunnybrook-York Mills,041,10942,17,29,18,26,32,43,45,183.2884,309.1025,189.4737,263.9326,313.1728,406.5041,411.2594,4,11,11,4,9,11,16,43.12669,117.2458,115.7895,40.60501,88.07986,103.9894,146.2256,36,36,50,68,53,53,30,388.1402,383.7135,526.3158,690.2853,518.6925,501.0399,274.1729,1,1,2,1,0,13,8,10.78167,10.65871,21.05263,10.15125,0,122.8966,73.11278,8,2,5,5,4,3,6,86.25337,21.31742,52.63158,50.75627,39.1466,28.36075,54.83458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,1.015125,1.95733,2.836075,2.741729,8838191.99023438,15651.2909822713
118,Don Valley Village,047,29406,113,134,137,126,126,143,96,406.5772,482.1184,490.8987,446.0335,439.7599,492.7296,326.464,48,29,27,28,27,22,34,172.7054,104.3391,96.74645,99.11855,94.23426,75.80457,115.6227,80,47,66,32,58,32,30,287.8423,169.1012,236.4913,113.2783,202.4292,110.2612,102.02,48,32,25,19,35,34,23,172.7054,115.1328,89.58005,67.25902,122.1555,117.1525,78.21533,10,6,8,10,11,14,6,35.98028,21.58739,28.66562,35.39948,38.39174,48.23927,20.404,2,0,0,0,0,0,2,0.719605656100457,0,0,0,0,0,0.6801333,0,1,1,1,1,3,0,0,0.3597899,0.3583202,0.3539948,0.3490158,1.033699,0,4212380.63647461,8326.61520187435
119,Weston,113,20037,178,152,183,182,162,193,204,953.5033,817.9519,985.6727,962.3519,839.3782,981.7386,1018.116,55,35,40,42,56,47,78,294.6218,188.3442,215.4476,222.0812,290.1554,239.0762,389.2798,33,54,44,75,38,58,24,176.7731,290.5882,236.9924,396.5736,196.8912,295.0303,119.7784,35,48,43,46,42,26,27,187.4866,258.3006,231.6062,243.2318,217.6166,132.2549,134.7507,5,3,4,3,8,4,10,26.7838,16.14379,21.54476,15.86294,41.45078,20.34691,49.90767,1,0,4,1,1,2,3,0.535676023141204,0,2.154476,0.5287648,1.036269,1.017346,1.49723,5,6,13,8,8,15,5,2.67838,3.228757,7.002047,4.230118,4.145078,7.630093,2.495384,2565537.82250977,10202.3941004885
120,Lawrence Park South,103,16585,14,28,19,22,14,26,28,89.88187,179.7176,121.7558,138.8188,86.98354,159.0895,168.8273,15,27,20,16,31,27,30,96.302,173.2991,128.164,100.9591,192.6064,165.2083,180.8863,68,47,44,47,36,57,58,436.5691,301.6688,281.9609,296.5674,223.672,348.7732,349.7136,3,6,2,5,5,15,12,19.2604,38.51091,12.81641,31.54972,31.06555,91.78242,72.35454,5,3,1,2,2,8,12,32.10067,19.25546,6.408203,12.61989,12.42622,48.95062,72.35454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242276.78198242,9777.67274150127
121,Brookhaven-Amesbury,030,18892,81,97,108,114,98,100,88,441.4409,530.0836,589.2623,617.9532,526.6835,533.4471,465.8056,38,41,30,22,48,36,54,207.0957,224.056,163.684,119.2541,257.9674,192.041,285.8353,23,44,31,32,33,50,33,125.3474,240.4503,169.1401,173.4605,177.3526,266.7236,174.6771,30,17,29,19,20,19,16,163.4966,92.90125,158.2278,102.9922,107.4864,101.355,84.69193,5,8,1,7,11,12,9,27.24944,43.71824,5.456133,37.94449,59.11753,64.01366,47.63921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,3,7,0,0.5449888,1.092956,1.63684,3.794449,1.612296,3.73413,0,3507374.22216797,8980.44631815839
122,Long Branch,019,11564,63,67,60,66,57,61,67,615.1743,649.2877,575.7605,617.0531,518.7477,540.876,579.3843,9,15,13,13,11,11,23,87.88204,145.3629,124.7481,121.5408,100.1092,97.53503,198.8931,24,33,28,27,39,29,34,234.3521,319.7984,268.6882,252.4308,354.9326,257.1378,294.0159,14,14,7,13,10,30,16,136.7054,135.6721,67.17206,121.5408,91.00837,266.0046,138.3604,2,4,0,3,3,2,4,19.52934,38.76345,0,28.04787,27.30251,17.73364,34.59011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2.804787,0,0,0,2261879.99609375,7806.77746050755
123,Malvern,132,47548,219,286,279,277,271,333,231,478.6676,629.8172,617.5162,605.5704,584.3414,708.9783,485.8249,24,30,35,55,61,76,63,52.45672,66.06474,77.46619,120.2396,131.5307,161.8089,132.4977,63,43,65,34,64,44,25,137.6989,94.6928,143.8658,74.32994,137.9994,93.67881,52.57845,40,46,64,63,51,43,24,87.42787,101.2993,141.6525,137.729,109.9683,91.54974,50.47531,10,4,8,7,16,9,6,21.85697,8.808633,17.70656,15.30322,34.49986,19.16158,12.61883,0,0,4,2,2,1,1,0,0,0.8853279,0.4372349,0.2156241,0.2129064,0.2103138,4,9,10,10,11,13,15,0.8742787,1.981942,2.21332,2.186175,2.371865,2.767783,3.154707,8866243.62231445,12081.208425323
124,Dufferin Grove,083,12858,83,79,85,82,108,80,79,684.2539,648.0722,692.5772,660.9705,858.9152,628.9308,614.4035,10,9,7,9,16,4,18,82.44023,73.83101,57.03577,72.54554,127.2467,31.44654,139.9907,28,33,26,25,46,44,56,230.8326,270.7137,211.8471,201.5154,365.8343,345.912,435.5265,30,32,19,9,18,29,19,247.3207,262.5103,154.8114,72.54554,143.1525,227.9874,147.7679,8,5,3,3,7,7,4,65.95219,41.01723,24.4439,24.18185,55.67043,55.03145,31.10904,0,0,0,0,0,1,1,0,0,0,0,0.7952919,0.7861635,0.7777259,0,0,2,3,2,0,3,0,0,1.629593,2.418185,1.590584,0,2.333178,1387988.8737793,5148.29461665229
125,Maple Leaf,029,10947,23,31,44,20,32,28,30,220.0746,297.762,422.5487,189.6633,299.4012,258.9955,274.0477,7,17,15,8,13,25,17,66.97923,163.2888,144.0507,75.86534,121.6317,231.246,155.2937,14,13,18,10,7,15,11,133.9585,124.8679,172.8608,94.83167,65.49401,138.7476,100.4842,9,3,8,2,6,4,2,86.11616,28.81568,76.82704,18.96634,56.13773,36.99935,18.26985,0,4,0,2,4,3,2,0,38.4209,0,18.96634,37.42515,27.74951,18.26985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1.921045,0,0.9483168,1.871258,0,0.9134923,2526426.71289063,6377.76115574361
126,Markland Wood,012,11146,23,13,25,23,23,16,42,213.5562,120.6833,231.1604,211.106,209.3383,144.6524,376.8168,8,15,13,9,19,9,28,74.28041,139.2499,120.2034,82.6067,172.9316,81.36697,251.2112,52,19,19,13,25,25,12,482.8227,176.3832,175.6819,119.3208,227.5416,226.0193,107.6619,9,3,10,9,4,13,16,83.56546,27.84998,92.46417,82.6067,36.40666,117.5301,143.5493,3,2,2,1,2,3,7,27.85515,18.56665,18.49283,9.178522,18.20333,27.12232,62.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.9101666,1.808155,0,2953752.24853516,7846.52451746146
127,Steeles,116,26911,44,35,45,43,31,47,42,172.3328,137.855,177.7181,167.3152,118.6648,177.1913,156.07,19,16,30,31,24,31,28,74.41642,63.01942,118.4787,120.6226,91.86954,116.8709,104.0467,62,59,48,43,62,66,25,242.8325,232.3841,189.566,167.3152,237.3297,248.8219,92.89881,8,9,16,5,9,8,6,31.33323,35.44842,63.18866,19.45525,34.45108,30.16023,22.29572,3,3,2,6,3,5,1,11.74996,11.81614,7.898582,23.3463,11.48369,18.85014,3.715953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0.7833307,0,0,0,0.3827898,0,0.7431905,4561345.45239258,8943.75977865659
128,Lawrence Park North,105,15751,26,26,22,34,21,38,43,173.449,173.5184,146.5397,223.7725,136.4434,243.9807,272.9985,23,22,13,27,39,18,23,153.4356,146.8233,86.59162,177.7017,253.3948,115.5698,146.0225,35,35,27,29,13,23,19,233.489,233.5825,179.8441,190.8648,84.46495,147.6725,120.6273,0,6,4,6,2,7,12,0,40.04271,26.64358,39.48927,12.99461,44.94382,76.18564,4,5,3,6,4,4,1,26.68446,33.36893,19.98268,39.48927,25.98921,25.68218,6.348803,1,0,0,0,0,0,0,0.66711140760507,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6671114,0,0,0,0,0,0,2289800.83496094,6540.18323176072
129,Yonge-Eglinton,100,13183,58,64,67,67,66,92,90,493.9533,535.0276,547.5646,537.7639,519.1536,710.6442,682.6974,9,8,4,2,12,12,18,76.64793,66.87845,32.69042,16.05265,94.39157,92.69273,136.5395,36,24,19,24,25,41,34,306.5917,200.6353,155.2795,192.6318,196.6491,316.7001,257.9079,15,15,14,12,30,12,10,127.7466,125.3971,114.4165,96.31592,235.9789,92.69273,75.85527,5,5,2,4,5,9,7,42.58218,41.79903,16.34521,32.1053,39.32982,69.51955,53.09869,0,1,0,0,0,1,0,0,0.8359806,0,0,0.7865964,0.7724394,0,1,0,0,0,0,1,1,0.8516437,0,0,0,0,0.7724394,0.7585527,1650438.08276367,5686.68472630282
130,Morningside,135,18859,124,138,164,157,131,181,104,686.1823,766.6241,911.0099,861.9743,711.0677,970.0933,551.4608,20,17,14,12,12,8,31,110.6746,94.4392,77.76913,65.88338,65.13597,42.87705,164.3777,30,20,19,16,19,17,18,166.0118,111.1049,105.5438,87.84451,103.132,91.11373,95.44514,16,27,10,19,14,17,7,88.53965,149.9917,55.54939,104.3154,75.99197,91.11373,37.11756,1,1,0,2,2,4,2,5.533728,5.555247,0,10.98056,10.856,21.43852,10.60502,0,1,0,0,1,1,1,0,0.5555247,0,0,0.5427998,0.5359631,0.5302508,2,0,1,1,2,2,7,1.106746,0,0.5554938,0.5490282,1.0856,1.071926,3.711756,5740138.35058594,13214.7096012073
131,Moss Park,073,23905,353,387,457,440,553,640,756,1793.152,1887.161,2132.923,1998.819,2442.04,2750.795,3162.518,25,22,16,22,52,43,40,126.9938,107.2804,74.67563,99.94094,229.6313,184.819,167.329,153,97,129,133,136,235,201,777.2021,473.0092,602.0723,604.1884,600.5741,1010.058,840.8283,121,133,119,93,158,139,130,614.65,648.559,555.4,422.4776,697.7258,597.4383,543.8193,7,14,11,20,36,25,16,35.55827,68.26937,51.33949,90.8554,158.9755,107.4529,66.9316,1,1,3,4,4,3,2,0.507975210809713,0.4876384,1.400168,1.817108,1.324796,1.289435,0.8366451,3,4,8,8,9,3,5,1.523926,1.950553,3.733781,3.634216,3.974387,1.289435,2.091613,1413051.85986328,6204.52629680666
132,Little Portugal,084,17741,78,80,110,88,84,84,80,526.2448,515.0657,676.1325,529.3552,494.0305,483.2863,450.9329,12,11,12,16,12,11,27,80.96073,70.82153,73.75991,96.24639,70.57578,63.2875,152.1898,41,39,40,40,56,58,54,276.6158,251.0945,245.8664,240.616,329.3536,333.6977,304.3797,9,6,9,13,12,9,9,60.72055,38.62992,55.31993,78.2002,70.57578,51.78068,50.72995,5,1,4,2,11,9,6,33.73364,6.438321,24.58664,12.0308,64.69447,51.78068,33.81997,1,2,2,0,1,0,0,0.674672783699906,1.287664,1.229332,0,0,0,0,0,1,0,0,1,2,0,0,0.6438321,0,0,0.5881315,1.150682,0,1216369.31567383,5440.95149842893
133,Woodbine Corridor,064,13484,89,71,78,77,91,89,68,705.2298,556.3828,602.0377,588.73,688.2469,666.6168,504.3014,7,9,9,5,12,8,11,55.46751,70.52739,69.46588,38.22922,90.75783,59.9206,81.57816,32,25,52,30,24,33,34,253.5658,195.9094,401.3584,229.3753,181.5157,247.1725,252.1507,10,15,6,17,24,10,7,79.2393,117.5456,46.31059,129.9794,181.5157,74.90076,51.91338,2,3,6,3,7,4,4,15.84786,23.50913,46.31059,22.93753,52.94207,29.9603,29.66479,0,3,0,0,0,0,0,0,2.350913,0,0,0,0,0,0,2,1,0,0,2,0,0,1.567275,0.7718431,0,0,1.498015,0,1595684.46313477,5428.08792095161
134,Newtonbrook East,050,17742,76,72,91,80,81,81,55,453.0551,432.1729,547.7308,473.7653,471.3413,463.9175,309.9989,14,8,6,11,12,27,37,83.45753,48.01921,36.11412,65.14272,69.82834,154.6392,208.5447,36,50,42,56,64,53,38,214.6051,300.1201,252.7988,331.6357,372.4178,303.551,214.181,7,7,10,17,6,11,15,41.72876,42.01681,60.1902,100.6751,34.91417,63.00114,84.54515,1,6,5,7,4,10,10,5.961252,36.0144,30.0951,41.45446,23.27611,57.27377,56.36343,0,1,1,0,0,0,0,0,0.6002401,0.601902,0,0,0,0,0,0,1,0,0,0,1,0,0,0.601902,0,0,0,0.5636343,4084780.95239258,8094.59270211342
135,Milliken,130,29166,72,95,91,83,74,101,86,260.2002,345.4169,332.3109,298.3894,261.7801,351.4021,294.8639,38,43,35,62,90,86,70,137.3279,156.3466,127.8119,222.8933,318.3812,299.2137,240.0055,103,117,67,113,120,132,60,372.2309,425.4081,244.6684,406.241,424.5083,459.2582,205.719,42,40,42,31,20,39,34,151.7835,145.4387,153.3742,111.4466,70.75138,135.6899,116.5741,16,14,10,20,18,23,12,57.82227,50.90354,36.51767,71.90106,63.67624,80.02227,41.1438,1,0,0,0,0,1,0,0.361389180007951,0,0,0,0.3537569,0.3479229,0,0,2,1,0,2,1,1,0,0.7271934,0.3651767,0,0.7075138,0.3479229,0.342865,9477859.27905273,16781.4772365817
136,Pleasant View,046,16856,34,45,56,54,46,51,41,207.0141,275.5158,343.8325,328.7271,277.6269,304.8963,243.2368,12,7,8,17,13,24,29,73.06381,42.85802,49.11893,103.4882,78.45978,143.4806,172.0456,18,18,32,11,33,12,19,109.5957,110.2063,196.4757,66.96293,199.1671,71.7403,112.7195,9,17,15,6,10,17,10,54.79786,104.0838,92.09799,36.52523,60.35367,101.6321,59.32606,2,5,3,4,5,4,6,12.1773,30.61287,18.4196,24.35015,30.17684,23.91343,35.59563,1,0,0,0,0,0,1,0.608865075499269,0,0,0,0,0,0.5932606,0,3,1,1,1,0,2,0,1.836772,0.6139866,0.6087539,0.6035367,0,1.186521,2967493.11083984,7944.82978178263
137,Wychwood,094,16037,54,72,80,54,74,69,85,368.4749,489.463,540.5771,357.7107,479.6474,438.6523,530.0243,5,15,18,13,20,9,26,34.11805,101.9715,121.6298,86.11552,129.6344,57.21551,162.1251,32,29,30,38,30,49,45,218.3555,197.1448,202.7164,251.7223,194.4516,311.5067,280.6011,15,12,9,17,20,11,19,102.3541,81.57716,60.81492,112.6126,129.6344,69.93007,118.476,3,1,4,4,3,0,1,20.47083,6.798097,27.02885,26.49709,19.44516,0,6.23558,0,0,0,0,1,1,1,0,0,0,0,0.6481721,0.6357279,0.623558,0,1,0,0,1,1,2,0,0.6798096,0,0,0.6481721,0.6357279,1.247116,1682110.93334961,5435.02206192671
138,Leaside-Bennington,056,18627,41,30,38,38,36,32,29,236.3249,173.5509,220.0985,215.8846,200.5795,174.959,155.688,10,14,4,4,41,31,42,57.64021,80.99039,23.16826,22.72469,228.4377,169.4915,225.4791,39,30,33,28,34,45,39,224.7968,173.5509,191.1381,159.0728,189.4361,246.0361,209.3735,6,12,9,12,8,2,7,34.58413,69.42034,52.12858,68.17407,44.57321,10.93494,37.57986,9,5,3,4,3,7,7,51.87619,28.92514,17.37619,22.72469,16.71495,38.27228,37.57986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784766.4609375,14836.6185416003
139,Briar Hill-Belgravia,108,15448,79,91,80,75,91,81,86,535.7021,618.2065,543.3675,503.3895,603.0883,530.2783,556.7064,17,15,19,14,38,21,37,115.2777,101.9022,129.0498,93.96604,251.8391,137.4795,239.5132,43,29,31,31,33,49,46,291.5847,197.0109,210.5549,208.0677,218.7024,320.7856,297.7732,24,13,27,23,25,30,10,162.745,88.31522,183.3865,154.3728,165.6836,196.3993,64.7333,9,3,4,4,4,6,8,61.02936,20.38043,27.16838,26.84744,26.50938,39.27987,51.78664,1,0,0,1,0,0,0,0.678104021156845,0,0,0.671186,0,0,0,1,0,1,5,2,2,1,0.678104,0,0.6792094,3.35593,1.325469,1.309329,0.647333,1830325.19726563,6289.70724957753
140,Mimico (includes Humber Bay Shores) ,017,38739,208,206,242,339,487,324,286,647.9146,613.3143,687.0511,940.5172,1317.997,856.2594,738.2741,33,34,34,40,22,62,52,102.7941,101.2266,96.52784,110.9755,59.53992,163.8521,134.2317,56,66,49,58,50,80,53,174.4385,196.4987,139.1136,160.9144,135.318,211.4221,136.813,10,24,11,23,29,17,11,31.14974,71.45409,31.2296,63.8109,78.48444,44.92719,28.39516,10,15,17,14,12,19,19,31.14974,44.65881,48.26392,38.84142,32.47632,50.21274,49.04618,0,1,1,1,0,1,1,0,0.2977254,0.2839054,0.2774387,0.270636,0.2642776,0.2581378,0,3,1,1,1,3,2,0,0.8931761,0.2839054,0.2774387,0.270636,0.7928328,0.5162756,7059172.10717773,23377.9559815099
